"PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","cluster_id"
-4.72989632265551,-0.518265193172793,-0.780909966535272,-2.3089782610618,-0.0715884806051176,0.130235114013319,-1.63059021058678,-1.18353333420148,-1.25312179109309,-1.90171724146888,-0.746931688540166,3.62278585808417,-1.09235205694561,-0.829927988554451,-0.414231338512109,-0.166765942460153,-1.39019680650279,-1.26684815902176,0.405920178885728,-3.26200402161072,"2"
-0.517625427870414,4.59230676659782,5.96056922857524,6.86773639490796,-1.96144349641101,2.78468375088396,-1.51520722937083,-0.356505728967462,0.826212152136459,-0.584194572624852,0.583398608847698,0.842840104090719,2.16073975068659,2.89595630868746,0.0127759433446533,-3.04671285743819,1.3015508988471,-2.52447256736093,0.875363551123172,-1.28593447376614,"3"
-3.18925551789247,-3.46944323503539,-0.846978194715039,-1.99565376607972,-5.10640862603879,2.12371159716863,-0.33661516495569,3.73070608035771,0.903853181379361,-1.13143193535559,2.03491908114085,2.42898625526076,-0.589352013194321,0.268766646538999,-1.03153189795162,-0.775709975419635,1.23879311816872,0.532127746660448,1.93873766281486,0.384308732824113,"2"
12.793138735493,0.100825288237326,0.629266177839905,-0.373722535019249,0.219431860157819,-2.8411000786903,-0.812948444146051,0.134616146016001,0.6185380527335,3.44065499980669,1.93803772806201,0.584994493370422,-0.768949958214312,-2.07788414750122,-0.103773550736787,-1.30869384373208,-0.356779530118098,-2.57299234774914,-0.28714795657467,0.0314009894624681,"1"
-3.12906400978876,-6.34788287911607,1.26560015002217,3.01478768712826,7.84529636261288,-1.29897667195144,2.40971033152001,-0.418848347298795,2.88261096279444,1.18979899212352,3.63313202260884,-0.475710839378354,0.813106017458679,-0.993586681392772,-0.780329453276497,2.04707720489208,2.44430566620102,2.637022070584,0.150524972877689,-0.114531147084937,"6"
-3.10905371149409,0.926310723838751,-0.665167451626263,-2.31981980880277,-2.004918101701,1.48417895047758,-0.269732605936483,-0.423223994467621,0.207091774016146,1.5410812825311,1.38206174226514,-1.32581574235096,0.783139577065357,1.08652749379344,-0.694419501850506,1.50203706675536,2.970295171447,1.60883331082388,-2.11944510168348,-0.744651423234029,"2"
-5.02404583066965,-2.11638876192517,-0.196513073059406,-2.10728399594945,1.11581207915491,0.656560058763022,-2.83524674068189,-1.00470483000263,-1.5947415458583,-0.48836202249093,-1.50610330312869,-1.91050670031915,-0.562959001781856,-0.0583979044699089,1.19127449010852,0.970856960203622,1.0972160726514,0.148003744981546,1.84109059775818,2.73801961844611,"4"
-4.91345445921704,-2.91562796274577,-0.0438140389072415,-0.820240703620801,-0.974340222367061,-0.601898687878149,-3.00533195782791,0.759334684079728,0.847618805681081,0.0787892819019482,-1.99056928221121,2.07027411461891,-0.392473251260819,-0.937164889461376,0.350279944691093,-2.81742760320821,1.15782779250838,0.59638544842281,2.48929648855382,0.955288511068201,"4"
-5.26665335099891,0.873187913277332,0.394195130580098,0.421428443815573,4.23482294077268,-2.48388000215217,-4.05266232653055,-0.649853371999435,0.464880606241328,0.311989861468412,-2.27060392672229,0.929224175190213,-0.176723462535948,-2.21341198581601,-0.931699330550853,-0.368753656798452,-2.69007377821271,-0.628155721001477,-0.418809867341236,-1.00723778125491,"4"
6.26585449094136,0.241689803947005,-1.37704748147218,-1.47899610536546,0.446991512173424,-7.49344294377851,0.537415704899184,-2.10330697565889,1.21767200585241,-1.15135285472167,2.40733806103359,0.510699193890598,1.46353534896831,-2.92788801716134,-1.88984588645725,-0.514340323298172,0.150831199813052,-1.51611882384564,0.124740504918863,-2.54114160607656,"5"
